,0
10,"This question asks about the color of the large shiny ball on the right of the large gray rubber cylinder. To answer this question, we need to first:
1. Identify the large gray rubber cylinder. We expect it to be unique: scene --> filter_size_large --> filter_material_rubber --> filter_color_gray --> unique
2. Find the objects to the right of this cylinder: result from step 1 --> relate_right
3. From the result of step 2, select large balls. We expect these large balls to be unique: result from step 2 --> filter_shape_sphere --> filter_size_large --> unique
4. Query the color of the unique large ball from step 3: result from step 3 --> query_color

```mermaid
graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""filter_color_gray""]
    4 --> 5[""unique""]
    5 --> 6[""relate_right""]
    6 --> 7[""filter_shape_sphere""]
    7 --> 8[""filter_size_large""]
    8 --> 9[""unique""]
    9 --> 10[""query_color""]
```"
11,"This question is asking the size of the cylinder having the specified relations. To answer this question, we need to:
1. Find the small ball with the large size: scene --> filter_size_large --> unfilter_size_small (rigorously, we need to state the ""NOT"" lanc soon as we know then unfilter_shape_sphere and to be unique.
2. Identify the matte object. We expect it to be unique: scene --> filter_material_metal --> unfilter_material_rubber (rigorously, we need to state the ""NOT""
3. Find the cyan things because matte is more likely to be matching cyan instead of other color.) ], specified relations with the result from steps 1,2:  
   result from step 1 --> relate_behind, then relate_left in the result;
   ""filter_shape_cylinder""  ""And"" in the former result --> result from step 2  --> relate_left .
4. Find it color, Wait, I am actually finding a false cylinder 4--> unfilter_shape_cylinder(cylindersee step 3)
5. Find  the size of the result from step 4: result from step 4  --> query_size

```mermaid
graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_shape_cube""]
    3 --> 4[""unfilter_size_small""]
    5[""unfilter_shape_sphere""]
    4 --> 6[""unique""]
    6 --> 7[""relate_behind""]
    1 --> 8[""filter_material_rubber""]
    1 --> 9[filter_material_metal]
    8 --> 10[""unfilter_material_metal""]
    9 --> 11[""unique""]
    10 --> 12[""filter_material_metal""]
    11 --> 13[""filter_color_cyan""]
    12 --> 14[""same_material""]
    14 --> 15[""AND""]
    13 --> 15
    7 --> 16[""relate_left""]
    15 --> 17[""filter_shape""]
    16 --> 17
    17 --> 18[""unfilter_shape_cylinder""]
    18 --> 19[""unique""]
    19 --> 20[""query_size""]
```"
12,"This question asks the shape of the rubber object that is behind the brown metallic block and in front of the purple ball. To answer this question, we need to first find this rubber object and then query its shape.
1. Find the brown metallic block. We expect it to be unique: scene --> filter_color_brown --> filter_material_metal --> unique
2. Find objects that are behind this block: result from step 1 --> relate_behind
3. Find objects that are in front of the purple ball: scene --> filter_color_purple --> relate_front 
4. Find the intersection of the two sets in step 2 and 3: result from step 3 --> AND result from step 2
5. Find the rubber object from the intersection: result from 4 --> filter_material_rubber --> unique
6. Query its shape: result from step 5 --> query_shape

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 5[""relate_behind""]
    1 --> 6[""filter_color_purple""]
    6 --> 7[""relate_front""]
    7 --> 8[""AND""]
    5 --> 8
    8 --> 9[""filter_material_rubber""]
    9 --> 10[""unique""]
    10 --> 11[""query_shape""]
```"
13,"This question asks about the shape of the yellow object with the same material as the tiny red cube. To answer this question, we need to:
1. Find the tiny red cube. We expect it to be unique: scene --> filter_size_small --> filter_color_red --> unique
2. Find all yellow objects with the same material as the tiny red cube: result from step 1 --> same_material --> filter_color_yellow
3. Query the shape of yellow objects result from step 2 

```mermaid
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_color_red""]
    3 --> 4[""unique""]
    4 --> 5[""same_material""]
    1 --> 6[""filter_material_rubber""]
    5 --> 6
    6 --> 7[""And""]
    4 --> 7
    7 --> 8[""filter_color_yellow""]
    8 --> 9[""unique""]
    9 --> 10[""query_shape""]
```"
14,"This question asks size of the other metal thing which is the same shape as the small cyan thing. To answer this question, we first need to find the small cyan object and then find the other metal object with the same shape as it.
1. Find the small cyan object. We expect it to be unique: scene --> filter_color_cyan --> filter_size_small --> unique
2. Find all metal objects with the same shape as this small cyan object: result from step 1 --> filter_shape --> same_material_metal
3. Query the size of the object in this set: result from step 2 --> same_size --> query_size

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_size_small""]
    3 --> 4[""unique""]
    4 --> 5[""filter_shape""]
    4 --> 6[""same_shape""]
    6 --> 7[""filter_material""]
    7 --> 8[""same_material_metal""]
    8 --> 9[""same_size""]
    9 --> 10[""query_size""]
```"
15,"This question is asking for the number of either red matte objects or objects that are to the left of the large green metal thing. To answer this question, we need to:
1. Find the large green metal thing. We expect it to be unique: scene --> filter_color_green --> filter_material-metal --> filter_size_large --> unique
2. Find all objects to the left of this thing: result from step 1 --> relate_left
3. Find the red matte objects: scene --> filter_color_red --> filter_material_metal --> count
4. Combine the results of 2 and 3: result from step 2 --> union --> result from 3
5. Count the number of objects: result from step 4--> count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""filter_size_large""]
    4 --> 5[""unique""]
    1 --> 6[""relate_left""]
    6 --> 7[""OR""]
    5 --> 7
    1 --> 8[""filter_color_red""]
    8 --> 9[""filter_material_metal""]
    7 --> 9
    9 --> 10[""count""]
```"
16,"This question asks the number of objects that are either large green rubber cubes, or large objects behind the tiny cyan object. To answer this question, we need to find the intersection of the two conditions.
1. Identify the tiny cyan object: scene --> filter_color_cyan --> unique 
2. Find large objects behind this tiny cyan object: result from step 1 --> relate_behind --> filter_size_large
3. Find the large green rubber cubes: scene --> filter_size_large --> filter_color_green --> filter_material_rubber
4. Find the union of the two results: result from step 2 --> OR result from step 3
5. Count the number of objects in the union result: result from step 4 --> count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""unique""]
    3 --> 4[""relate_behind""]
    4 --> 5[""filter_size_large""]
    1 --> 6[""filter_size_large""]
    6 --> 7[""filter_color_green""]
    7 --> 8[""filter_material_rubber""]
    5 --> 9[""OR""]
    8 --> 9
    9 --> 10[""count""]
```"
17,"This question asks how many objects are both behind of the matte object and in front of the large yellow thing also at the same time being large. To answer this question, we need to:
1. Identify the large yellow thing: scene --> filter_color_yellow --> filter_size_large --> unique
2. Find the set of matte objects: scene --> filter_material_metal
3. Identify the objects in front of the large yellow thing: result from step 1 --> relate_in_front
4. Find the object in front of the large yellow thing is matte: result from step 3 --> unique --> same_material
5. Find the set of objects are behind the matte object: result from step 4 --> relate_behind
6. Filter the results from step 5 to be the set of large things at the same time: result from step 5 --> filter_size_large
 ( Actually the question has a small mistake: ""matte"" is should be ""metal"" here)
7. Count the number of objects in the set: result from step 6 --> count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_yellow""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    1 --> 5[""filter_material_metal""]
    5 --> 6[""relate_in_front""]
    6 --> 7[""unique""]
    7 --> 8[""same_material""]
    8 --> 9[""relate_behind""]
    9 --> 10[""filter_size_large""]
    10 --> 11[""count""]
```"
18,"This question asks about the number of small metallic balls in the scene. To answer this question, we need to:
1. Find the small objects: scene --> filter_size_small
2. Find the metallic objects: result from step 1 --> filter_material_metal
3. Find the balls: result from step 2 --> filter_shape_sphere
4. Count the number of balls: result from 3-->count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""filter_shape_sphere""]
    4 --> 5[""count""]
```"
19,"This question asks the number of cubes that are the same color as the small metal object. To answer this question, we need to:
1. Identify the small metal object. We expect it to be unique: scene --> filter_size_small --> filter_material_metal --> unique
2. Find all objects that are cubes and have the same color as this small metal object: result from step 1 --> filter_shape_cube --> same_color
3. Count its number: result from step 2 --> count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 5[""filter_shape_cube""]
    4 --> 6[""query_color""]
    5 --> 6
    6 --> 7[""same_color""]
    7 --> 8[""count""]
```"
20,"This question compares the number of tiny cylinders on the left of tiny red rubber object and blue cylinders. 
1. Find the tiny red rubber object as it is a tiny object and rubber. We expect this object to be unique: scene --> filter_size_small --> filter_color_red--> filter_material_rubber --> unique
2. Find the tiny cylinders and get those on the left of the tiny red rubber object: result from step 1 --> relate_left--> filter_size_small --> filter_shape_cylinder -->count 
3. Identify blue cylinders and count them: scene --> filter_color_blue --> filter_shape_cylinder --> count 
4. Compare the results. If the result from step 2 is less_than result 3 then the answer would be yes.

```mermaid
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_color_red""]
    3 --> 4[""filter_material_rubber""]
    4 --> 5[""unique""]
    5 --> 6[""relate_left""]
    6 --> 7[""filter_size_small""]
    7 --> 8[""filter_shape_cylinder""]
    8 --> 9[""count""]
    1 --> 10[""filter_color_blue""]
    10 --> 11[""filter_shape_cylinder""]
    11 --> 12[""count""]
    9 --> 13[""less_than""]
    12 --> 13
    13 --> 14[""Yes""]
```"
21,"This question asks whether there are more small metallic objects to the right of the yellow cylinder than big cylinders that in front of the small red metal cylinder. To answer this question, we need to first find the number of small metallic objects on the right of the yellow cylinder and the number of big cylinders in front of the small red metal cylinder, then compare them.
1. Find the small red metal cylinder. We expect it to be unique: scene --> filter_color_red --> filter_shape_cube --> filter_material_metal --> unique
2. Find the big cylinders in front on the small red metal cylinder: result from step 1 --> relate_in_front --> filter_size_large --> filter_shape_cylinder
3. Count its number: result from step 2 --> count
4. Find the yellow cylinder: scene --> filter_color_yellow --> filter_shape_cylinder --> unique
5. Find the small metallic objects to the right of the yellow cylinder: result from step 4 --> relate_right --> filter_size_small --> filter_material_metal
6. Count its number: result from step 5 --> count
7. Compare the two numbers: result from step 3 is less_than result from step 6 take operand fisically opposite

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_red""]
    1 --> 3[""filter_size_small""]
    2 --> 4[""filter_material_metal""]
    3 --> 4 --> 5[""unique""]
    5 --> 6[""relate_in_front""]
    6 --> 7[""filter_size_large""]
    7 --> 8[""filter_shape_cylinder""]
    8 --> 9[""count""]
    1 --> 10[""filter_color_yellow""]
    10 --> 11[""filter_shape_cylinder""]
    11 --> 12[""unique""]
    12 --> 13[""relate_right""]
    13 --> 14[""filter_size_small""]
    14 --> 15[""filter_material_metal""]
    15 --> 16[""count""]
    9 --> 17[""less_than""]
    16 --> 17
```"
