,0
39,"
graph LR
0[StartNode] --> 1[Execution begins]
1 --> 2{Is it the first execution?}
2 -->|Yes| 3[Allocate actors arbitrarily]
2 -->|No| 4[Allocate based on best known placement]
3 --> 5{Is the application still executing?}
4 --> 5
5 -->|Yes| 6[Application profiling]
5 -->|No| 7[EndNode]
6 --> 8{Is there a better placement?}
8 -->|Yes| 9[Deploy new placement]
8 -->|No| 5
9 --> 5
"
40,"
graph LR
0[""StartNode""] --> 1[""Check number of panellists""]
1 --> 2[""Photocopy applications (focus on complete applications)""]
2 --> 3[""Send original copy to archives (pay attention to compliant applications)""]
2 --> 4[""Forward others to recruitment manager""]
3 --> 5[""EndNode""]
4 --> 5
"
41,"
graph LR
    0[StartNode] --> 1[""Informational Meeting""]
    1 --> A{Meeting Successful?}
    A -->|Yes| 2[""Storyboard Meeting""]
    A -->|No| End1[EndNode]
    2 --> B{Content Prepared?}
    B -->|Yes| 3[""Develop Site""]
    B -->|No| End2[EndNode]
    3 --> 4[""Complete Initial Draft""]
    4 --> C{Site has Marketing View?}
    C -->|Yes| 5[""Marketing Review""]
    C -->|Yes| 6[""Design Process""]
    C -->|No| 7[""Complete Final Version""]
    5 --> J1
    6 --> J1
    J1 --> D{Marketing Review Approved?}
    D -->|No| End3[EndNode]
    D -->|Yes| 8[""Building and Review""]
    7 --> 8
    8 --> End4[EndNode]
"
42,"
graph LR
0[""StartNode""] --> 1[""Receive RFQ""]
1 --> 2[""Verify RFQ (access Sales Guidelines)""]
2 --> 3{""RFQ meets guidelines?""}
3 --> |Yes|4[""Produce L&M Cost Estimates""]
3 --> |No|5[""Communicate with Customer""]
5 --> 2
4 --> 6[""EndNode""]
"
43,"
graph LR
0[""StartNode""] --> 1[""Plan and Manage Iteration""]
0 --> 2[""Initiate Project""]
1 --> 3
2 --> 3
3 --> 4[""Identify Requirements""]
3 --> 5[""Refine Requirements""]
4 --> 6
5 --> 6
6 --> 7[""Agree on technical approach""]
7 --> 8[""EndNode""]
"
44,"
graph LR
0[""StartNode""] --> 1[""Prepare TS""]
1 --> 2[""Create Development Plan""]
2 --> 3[""Development and Unit Testing""]
3 --> 4[""Assembly Phase""]
4 --> 5[""Assembly Test""]
5 --> 6{""Solution accepted for testing?""}
6 --> |""Yes""|7[""EndNode""]
6 --> |""No""|3
"
45,"
graph LR
0[""StartNode""] --> 1[""Provide problem description""]
1 --> 2{""Can handle problem?""}
2 -->|Yes|3[""Explain solution""]
3 -->4[""EndNode""]
2 -->|No|5[""Ask 1st level support""]
5 -->6{""Check resolved?""}
6 -->|Yes|7[""Provide feedback to account manager""]
7 -->4
6 -->|No|8[""Ask developer""]
8 -->9[""Explain solution (final)""]
9 --> 10[""Provide feedback to account manager""]
9 --> 11[""Provide feedback to 1st level support""]
10 --> 12[""EndNode""]
11 --> 12
"
46,"
graph LR
0[""StartNode""] --> 1[""Deploy DB Tier""]
1 --> 2[""Deploy Web Tier""]
2 --> 3[""Deploy VM (mySQL)""]
3 --> 4[""Deploy DB Tier (again)""]
4 --> 5[""Deploy VM (Apache)""]

5 --> 6[""ForkNode1""]
6 --> 7[""Deploy VM (mySQL)""]
6 --> 8[""Deploy VM (Apache)""]

7 --> 9[""Deploy OS (mySQL)""]
8 --> 10[""Deploy OS (Apache)""]

9 --> 11[""Deploy mySQL""]
10 --> 12[""Deploy Apache Web Server""]

11 --> 13[""Create SugarCRM Database""]
12 --> 14[""Deploy PHP Modules""]

14 --> 15[""Deploy SugarCRM App""]
13 --> 15

15 --> 16[""Connect App to DB""]
16 --> 17[""EndNode""]
"
47,"
graph LR
StartNode[""Start""] --> 1[""Create Order and specify quantity""]
1 --> 2[""Send Order to Storage Manager""]
2 --> 3{""Check Product Availability?""}
3 --> |Yes|4[""Prepare Product for Shipping""]
3 --> |No|6[""Forward to External Vendor""]
4 --> 5[""Add Delivery Confirmation""]
5 --> 8[""Send Product Back to Employee""]
8 --> 9[""Send Delivery Confirmation to Storage Manager""]
9 --> 10[""Add Delivery Confirmation to Product""]
10 --> 11[""Send Invoice to Accountant""]
11 --> EndNode[""End""]

6 --> 7{""Check Availability Again?""}
7 --> |Yes|4
7 --> |No| EndNode2[""End""]
"
48,"
graph LR
0[""StartNode""] --> 1{""Economically beneficial?""}
1 --> |""Yes""| 2{""User Acceptance?""}
1 --> |""No""| 3{""Additional Goals?""}
3 --> |""Yes""| 2
3 --> |""No""| 2
2 --> |""Yes""| 4[""Implement""]
2 --> |""No""| 5[""Reject""]
4 --> 6[""EndNode""]
5 --> 6
"
49,"
graph LR
0[""StartNode""] --> 1[""Fork""]
1 --> 2[""Notify the successful payment""]
1 --> 3[""Notify the successful payment""]
1 --> 4[""Notify the successful payment""]
2 --> 5[""Join""]
3 --> 5
4 --> 5
5 --> 6[""EndNode""]
"
50,"
graph LR
0[""StartNode""] --> 1[""Move cargo to warehouse""]
0 --> 2[""Conduct physical examination""]
0 --> 3[""Check documents""]
0 --> 4[""Register custom declaration""]
0 --> 5[""Provide support documents""]
1 --> 6
2 --> 6
3 --> 6
4 --> 6
5 --> 6
6 --> 7[""Release goods""]
6 --> 8[""Send release notice""]
7 --> 9[""EndNode""]
8 --> 9
"
51,"
flowchart LR
0[""StartNode""] --> 1[""Initiate Project""]
1 --> 2[""Conduct Information Search""]
2 --> 3[""Iteratively Develop Annotated Bibliography""]
3 --> 4[""Iteratively Develop Literature Review""]
4 --> 5[""ForkNode""]
5 --> 6[""Iteratively Develop Project Proposal""]
5 --> 7[""Iteratively Develop Project Presentation""]
6 --> 8[""JoinNode""]
7 --> 8
8 --> 9[""Deliver Presentation""]
9 --> 10[""EndNode""]
"
52,"
graph LR
0[""StartNode""] --> 1[""Receive and Open Ticket""]
1 --> 2[""Edit 1st Level Ticket""]
2 --> 3{""Result?""}

3 --> |""2nd level issue""| 4[""Edit 2nd Level Ticket""]
3 --> |""Resolved""| 5[""Send Email to Account Manager (1)""]

4 --> 6{""Again Check Result?""}
5 --> 6

6 --> |""2nd level issue""| 4
6 --> |""Resolved""| 7[""Send Email to Account Manager (2)""]

7 --> 8[""Send Email & Close Ticket""]
4 --> 8

8 --> 9{""Fix scheduled?""}
9 --> |""Scheduled""| 10[""Insert into Product Backlog""]
9 --> |""Resolved""| 11[""Send Email to Account Manager (3)""]

10 --> 12[""Send Email & Close""]
11 --> 13{""Fix planned?""}

13 --> |""Planned""| 10
13 --> |""Resolved""| 14[""Send Email to Account Manager (4)""]

12 --> 15[""EndNode""]
14 --> 15
"
53,"
graph LR
0[""StartNode""] --> 1[""Pay the Airline Company""]
0 --> 2[""Pay the HOTEL""]
0 --> 3[""Pay the Car Rental""]
1 --> 4[""EndNode""]
2 --> 4
3 --> 4
"
54,"
graph LR
0[""StartNode""] --> 1[""Continue the process""]
0 --> 2[""Bring it to an end""]
1 --> 3[""EndNode""]
2 --> 3
"
55,"
graph LR
0[StartNode] --> 1[""Verify RFQ""]
1 -->|OK| 2[""Provide LandM cost estimates""]
1 -->|Not OK| 3[""Ask for more information""]
3 --> 4[""Re-verify RFQ""]
4 -->|OK| 2
4 -->|Not OK| 5[""Provide Clarification (Initial)""]
5 --> 3
2 --> 6[""Add overhead cost and generate pricing options""]
6 --> 7{""Clarification needed?""}
7 -->|Yes| 10[""Provide Clarification (Pricing)""]
7 -->|No| 8[""Generate sales quote""]
10 --> 8
8 --> 9[EndNode]
"
56,"
graph LR
0[""StartNode""] --> 1[""Send XYZ Message""]
1 --> 2[""Ensure message data integrity""]
2 --> 3[""Check for changes since signed""]
3 --> 4[""Verify lodgment acceptability""]
4 --> 5[""Establish requirement for manual examination""]
5 --> 6[""Produce Lodgment Verification Report""]
6 --> 7[""EndNode""]
"
57,"
graph LR
0[""StartNode""] --> 1[""ForkNode""]
1 --> 2[""Check customers' credit history""]
1 --> 3[""Conduct a property title search""]
2 --> 4[""JoinNode""]
3 --> 4
4 --> 5[""EndNode""]
"
58,"
graph LR
0[""StartNode""] --> 1[""Send letter""]
1 --> 2{""Check correctness (D1)""}
2 --> |Yes| 3[""Add mail number and date""]
2 --> |No| 4[""Make phone call""]
3 --> 5{""Check correctness again (D2)""}
4 --> 6[""Make another phone call""]
6 --> 5
5 --> |Yes| 7[""Record and archive letter""]
5 --> |No| 4
7 --> 8[""Transmit letter and register with Miranda""]
8 --> 9{""Membership decision (D3)""}
9 --> |Yes| 10[""Stamp new member and date""]
9 --> |No| 11[""Provide negative answer (End)""]
10 --> 12[""Add mail number again""]
12 --> 13{""Check membership again (D4)""}
13 --> |Yes| 14[""Transmit to Charles""]
13 --> |No| 11
14 --> 15[""Add new member""]
15 --> 16[""Calculate membership fee""]
16 --> 17[""Write down amount""]
17 --> 18[""Prepare invoice at home""]
18 --> 19[""Send invoices""]
18 --> 20[""Print membership card""]
20 --> 21[""Send membership card""]
19 --> 22[""EndNode""]
21 --> 22
"
59,"
graph LR
0[""StartNode""] --> 1[""Incoming Frozen Item""]
1 --> 2[""Poultry""]
1 --> 3[""Fish""]
1 --> 4[""Beef""]
2 --> 5[""Pork""]
3 --> 5
4 --> 5
5 --> 6[""Type Categorization""]
6 --> 7[ForkNode1]
6 --> 8[ForkNode2]
7 --> 9[""White Meat""]
7 --> 10[""Dark Meat""]
8 --> 11[""Deboned""]
8 --> 12[""Bone-In""]
9 --> 13[""Temperature Weight and Date Center""]
10 --> 13
11 --> 13
12 --> 13
13 --> 14[""Store based on item policy""]
"
60,"
graph LR
0[""StartNode""] --> 1[""ForkNode""]
1 --> 2[""Fill pot with water""]
1 --> 3[""Buy sauce ingredients""]
2 --> 4[""Boil water""]
4 --> 5[""Put noodles in""]
5 --> 6[""Cook until firm""]
3 --> 7[""Prepare tomato sauce""]
7 --> 8[""Add seasoning""]
6 --> 9[""JoinNode""]
8 --> 9
9 --> 10[""Mix noodles with sauce""]
10 --> 11[""Meal prepared""]
11 --> 12[""EndNode""]
"
61,"
graph LR
StartNode --> 1[""Receive Order""]
1 --> 2[""Check Availability""]
2 --> 3{""Available?""}
3 --> |Yes| 4[""Ship""]
3 --> |No| 5[""Procurement Activities""]
5 --> 2
4 --> 6[""Financial Settlement""]
6 --> 7[""Receive Payment""]
7 --> EndNode
"
62,"
graph LR
0[""StartNode""] --> 1[""Generate Payment Report""]
1 --> 2[""ForkNode1""]
2 --> 3[""Pay Vendor""]
2 --> 4[""Send to Accounts Receivable""]
2 --> 5[""Send to Registry""]
3 --> 6[""JoinNode1""]
4 --> 7[""Generate Monthly Invoices for Clients""]
7 --> 8[""Charge $35 per Invoice""]
8 --> 9[""EndNode""]
7 --> 6
5 --> 10[""Select Paper-Based Invoices Paid""]
10 --> 6
6 --> 11[""ForkNode2""]
11 --> 12[""Archive Invoices per Vendor""]
11 --> 13[""Track Down Payment""]
13 --> 14[""EndNode""]
12 --> 15[""Archive Invoices per Payment Date""]
15 --> 16[""EndNode""]
"
63,"
graph LR
0[""StartNode""] --> 1[""Receive Order""]
1 --> 2[""ForkNode""]
2 --> 3[""Send Invoice""]
2 --> 4[""Ship Products""]
3 --> 5[""Receive Payment""]
4 --> 6[""JoinNode""]
5 --> 6
6 --> 7[""EndNode""]
"
64,"
graph LR
0[""StartNode""] --> 1[""Enter requested information""]
1 --> 2[""Type date of arrival at SSP""]
1 --> 3[""Type in client name""]
1 --> 4[""Type in vendor name""]
2 --> 5[""EndNode""]
3 --> 5
4 --> 5
"
